Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,crossed_lane_markings_0
45.170169908,1,45,170169908,ego_vehicle/lane_invasion,1
45.470169913,2,45,470169913,ego_vehicle/lane_invasion,1
