Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,crossed_lane_markings_0
29.80572844,1,29,805728440,ego_vehicle/lane_invasion,1
29.85572844,2,29,855728440,ego_vehicle/lane_invasion,1
