Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,crossed_lane_markings_0
82.127258993,1,82,127258993,ego_vehicle/lane_invasion,1
82.827259004,2,82,827259004,ego_vehicle/lane_invasion,1
83.427259013,3,83,427259013,ego_vehicle/lane_invasion,1
84.277259025,4,84,277259025,ego_vehicle/lane_invasion,1
84.477259028,5,84,477259028,ego_vehicle/lane_invasion,1
85.527259044,6,85,527259044,ego_vehicle/lane_invasion,1
85.677259046,7,85,677259046,ego_vehicle/lane_invasion,1
86.477259058,8,86,477259058,ego_vehicle/lane_invasion,1
87.027259066,9,87,27259066,ego_vehicle/lane_invasion,1
87.677259076,10,87,677259076,ego_vehicle/lane_invasion,2
87.727259077,11,87,727259077,ego_vehicle/lane_invasion,1
88.577259089,12,88,577259089,ego_vehicle/lane_invasion,2
88.62725909,13,88,627259090,ego_vehicle/lane_invasion,2
88.777259092,14,88,777259092,ego_vehicle/lane_invasion,2
96.67725921,15,96,677259210,ego_vehicle/lane_invasion,2
97.077259216,16,97,77259216,ego_vehicle/lane_invasion,2
97.827259227,17,97,827259227,ego_vehicle/lane_invasion,2
99.077259246,18,99,77259246,ego_vehicle/lane_invasion,2
