Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,other_actor_id,normal_impulse.x,normal_impulse.y,normal_impulse.z
99.177259247,1,99,177259247,ego_vehicle/collision,0,-61.30652618408203,3144.0283203125,-2.3085415361875922e-20
99.327259249,2,99,327259249,ego_vehicle/collision,0,-1.27043879032135,65.15286254882812,-4.783929703427874e-22
99.37725925,3,99,377259250,ego_vehicle/collision,0,-2.310645818710327,118.49857330322266,-8.700904048808242e-22
99.37725925,4,99,377259250,ego_vehicle/collision,0,-1.6168103218078613,82.91609191894531,-6.088216420684446e-22
99.37725925,5,99,377259250,ego_vehicle/collision,0,-1.2431763410568237,63.75474548339844,-4.681270753101522e-22
99.37725925,6,99,377259250,ego_vehicle/collision,0,-1.4132769107818604,72.47814178466797,-5.321797030495161e-22
99.37725925,7,99,377259250,ego_vehicle/collision,0,-0.9981316328048706,51.18792724609375,-3.7585369968208837e-22
99.427259251,8,99,427259251,ego_vehicle/collision,0,-1.2140049934387207,62.258724212646484,-4.571423954642286e-22
99.427259251,9,99,427259251,ego_vehicle/collision,0,-1.1551793813705444,59.24192810058594,-4.349911812456226e-22
99.427259251,10,99,427259251,ego_vehicle/collision,0,-1.3938159942626953,71.48011016845703,-5.2485155127147295e-22
99.427259251,11,99,427259251,ego_vehicle/collision,0,-1.0776817798614502,55.26755905151367,-4.058088813332179e-22
99.427259251,12,99,427259251,ego_vehicle/collision,0,-1.2526453733444214,64.24034881591797,-4.7169267611465325e-22
99.477259252,13,99,477259252,ego_vehicle/collision,0,-1.1756893396377563,60.29375457763672,-4.427143440779025e-22
99.477259252,14,99,477259252,ego_vehicle/collision,0,-1.9439187049865723,99.69143676757812,-7.319966809726094e-22
99.477259252,15,99,477259252,ego_vehicle/collision,0,-1.2410496473312378,63.64567565917969,-4.673262489627208e-22
99.477259252,16,99,477259252,ego_vehicle/collision,0,-1.223779320716858,62.75999069213867,-4.608230058778236e-22
99.477259252,17,99,477259252,ego_vehicle/collision,0,-0.5983495712280273,30.685604095458984,-2.2531286140564047e-22
99.527259252,18,99,527259252,ego_vehicle/collision,0,-1.7379841804504395,89.13034057617188,-6.544505685167783e-22
99.527259252,19,99,527259252,ego_vehicle/collision,0,-1.1217355728149414,57.52680206298828,-4.223976290498316e-22
99.527259252,20,99,527259252,ego_vehicle/collision,0,-1.9462801218032837,99.81253814697266,-7.328858597414255e-22
99.527259252,21,99,527259252,ego_vehicle/collision,0,-1.1842058897018433,60.73051071166992,-4.459212845386794e-22
99.527259252,22,99,527259252,ego_vehicle/collision,0,-1.7878079414367676,91.68548583984375,-6.732120284929879e-22
99.577259253,23,99,577259253,ego_vehicle/collision,0,-1.0191818475723267,52.267459869384766,-3.8378030027549393e-22
