Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,velocity,acceleration.linear.x,acceleration.linear.y,acceleration.linear.z,acceleration.angular.x,acceleration.angular.y,acceleration.angular.z,orientation.x,orientation.y,orientation.z,orientation.w,control.header.seq,control.header.stamp.secs,control.header.stamp.nsecs,control.header.frame_id,control.throttle,control.steer,control.brake,control.hand_brake,control.reverse,control.gear,control.manual_gear_shift
26.329936584,1,26,379936585,map,3.7577707767486572,-2.02786922454834,-3.7697887420654297,-0.00024166106595657766,0.0,0.0,0.0,-0.003429032481288266,-0.0018023173824521879,-0.8582438274962138,0.5132275576710048,0,0,0,,1.0,0.004574228078126907,0.0,False,False,1,False
26.379936585,2,26,429936585,map,3.975145101547241,-2.426741123199463,-3.628215789794922,-0.00020332336134742945,0.0,0.0,0.0,-0.0034965045948358487,-0.0017841400825686503,-0.8584743196980958,0.5128415288553334,0,0,0,,1.0,0.014231320470571518,0.0,False,False,1,False
26.479936586,3,26,479936586,map,4.195817947387695,-2.048923969268799,-3.9099550247192383,-7.438658940372989e-05,0.0,0.0,0.0,-0.0035375339974997445,-0.0018254137252887385,-0.858713365681093,0.5124407373722327,0,0,0,,1.0,0.007991280406713486,0.0,False,False,1,False
26.529936587,4,26,529936587,map,4.41855001449585,-2.8902721405029297,-3.4909486770629883,-0.00016651154146529734,0.0,0.0,0.0,-0.0037012273497382094,-0.0016586861714803908,-0.8591735787419263,0.5116681651891983,0,0,0,,1.0,0.026754159480333328,0.0,False,False,1,False
26.579936588,5,26,579936588,map,4.644650936126709,-1.7913389205932617,-4.178557395935059,8.98361176950857e-05,0.0,0.0,0.0,-0.003710361103278972,-0.0017505401498520692,-0.8595471202244542,0.5110400345799875,0,0,0,,1.0,0.00651942566037178,0.0,False,False,1,False
26.629936588,6,26,629936588,map,4.87324333190918,-1.8009090423583984,-4.227542877197266,-2.3841839720262215e-05,0.0,0.0,0.0,-0.0036229240918087746,-0.0020015754691752644,-0.8596770410853336,0.5108211557359696,0,0,0,,1.0,-0.0016247296007350087,0.0,False,False,1,False
26.679936589,7,26,679936589,map,5.104501724243164,-1.9482421875,-4.205818176269531,0.09150561690330505,0.0,0.0,0.0,-0.003544591939882941,-0.002237005817115985,-0.8596511361191895,0.5108643223419901,0,0,0,,1.0,-0.004141408950090408,0.0,False,False,1,False
26.72993659,8,26,729936590,map,5.3470845222473145,-2.6125049591064453,-4.101390838623047,-0.05044841766357422,0.0,0.0,0.0,-0.0036155905521483745,-0.0022275704221479693,-0.8597097281799396,0.51076525792946,0,0,0,,1.0,0.005957860499620438,0.0,False,False,1,False
26.72993659,9,26,779936591,map,5.358274459838867,0.1869058609008789,-0.3569793701171875,-0.0284603089094162,0.0,0.0,0.0,-0.003222829024828992,-0.0020661953747081337,-0.8597130126624118,0.5107630371010319,0,0,0,,1.0,-0.004439163953065872,0.0,False,False,1,False
26.829936591,10,26,829936591,map,5.297806739807129,1.0204648971557617,0.82305908203125,-0.014200592413544655,0.0,0.0,0.0,-0.0024613609015003094,-0.0018400748497216916,-0.8595325720417669,0.5110717302163413,0,0,0,,1.0,-0.014199089258909225,0.0,False,False,0,False
