Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,other_actor_id,normal_impulse.x,normal_impulse.y,normal_impulse.z
167.426866047,1,167,426866047,ego_vehicle/collision,0,-6736.10693359375,-4131.17529296875,1274.4752197265625
167.62686605,2,167,626866050,ego_vehicle/collision,0,-464.01861572265625,-280.45751953125,68.71361541748047
167.62686605,3,167,626866050,ego_vehicle/collision,0,-257.54998779296875,-155.66580200195312,38.13896560668945
167.62686605,4,167,626866050,ego_vehicle/collision,0,-82.72120666503906,-49.99753189086914,12.249665260314941
167.67686605,5,167,676866050,ego_vehicle/collision,0,-30.000768661499023,-18.132766723632812,4.442625999450684
167.67686605,6,167,676866050,ego_vehicle/collision,0,-10.749468803405762,-6.436655044555664,1.6012989282608032
167.67686605,7,167,676866050,ego_vehicle/collision,0,-3.9452431201934814,-2.3623650074005127,0.5877046585083008
167.67686605,8,167,676866050,ego_vehicle/collision,0,-2.1244189739227295,-1.2720770835876465,0.316464900970459
167.67686605,9,167,676866050,ego_vehicle/collision,0,-60.57871627807617,-36.27381896972656,9.02413272857666
167.726866051,10,167,726866051,ego_vehicle/collision,0,-122.4537353515625,-73.3238525390625,18.241369247436523
167.726866051,11,167,726866051,ego_vehicle/collision,0,-127.00713348388672,-76.05037689208984,18.919668197631836
167.726866051,12,167,726866051,ego_vehicle/collision,0,-128.47804260253906,-76.93113708496094,19.138784408569336
167.726866051,13,167,726866051,ego_vehicle/collision,0,-127.82373809814453,-76.53934478759766,19.04131317138672
167.726866051,14,167,726866051,ego_vehicle/collision,0,-128.0863494873047,-76.69660186767578,19.080434799194336
167.776866052,15,167,776866052,ego_vehicle/collision,0,-126.25019073486328,-75.59712982177734,18.80691146850586
167.776866052,16,167,776866052,ego_vehicle/collision,0,-125.38343811035156,-75.078125,18.677793502807617
167.776866052,17,167,776866052,ego_vehicle/collision,0,-126.29354095458984,-75.62308502197266,18.81336784362793
167.776866052,18,167,776866052,ego_vehicle/collision,0,-123.86139678955078,-74.166748046875,18.45106315612793
167.776866052,19,167,776866052,ego_vehicle/collision,0,-125.29159545898438,-74.90192413330078,18.676822662353516
167.826866053,20,167,826866053,ego_vehicle/collision,0,-123.32547760009766,-73.7265396118164,18.383739471435547
167.826866053,21,167,826866053,ego_vehicle/collision,0,-123.11279296875,-73.5993881225586,18.352035522460938
167.826866053,22,167,826866053,ego_vehicle/collision,0,-113.8683853149414,-68.07289123535156,16.9739990234375
167.826866053,23,167,826866053,ego_vehicle/collision,0,-99.30288696289062,-59.36533737182617,14.802767753601074
167.826866053,24,167,826866053,ego_vehicle/collision,0,-80.76419830322266,-48.28252029418945,12.039263725280762
167.876866053,25,167,876866053,ego_vehicle/collision,0,-121.37071228027344,-72.55793762207031,18.092350006103516
167.876866053,26,167,876866053,ego_vehicle/collision,0,-74.47209167480469,-44.520965576171875,11.101319313049316
167.876866053,27,167,876866053,ego_vehicle/collision,0,-124.41438293457031,-74.37751007080078,18.546058654785156
167.876866053,28,167,876866053,ego_vehicle/collision,0,-82.71953582763672,-49.45145797729492,12.330740928649902
167.876866053,29,167,876866053,ego_vehicle/collision,0,-120.10550689697266,-71.65685272216797,17.519943237304688
167.926866054,30,167,926866054,ego_vehicle/collision,0,-59.22281265258789,-35.33326721191406,8.638906478881836
167.926866054,31,167,926866054,ego_vehicle/collision,0,-118.84416961669922,-70.90431213378906,17.335948944091797
167.926866054,32,167,926866054,ego_vehicle/collision,0,-62.60807800292969,-37.35297393798828,9.132719993591309
167.926866054,33,167,926866054,ego_vehicle/collision,0,-122.28461456298828,-72.95694732666016,17.837812423706055
