Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,crossed_lane_markings_0
22.871623373,1,22,871623373,ego_vehicle/lane_invasion,1
23.021623375,2,23,21623375,ego_vehicle/lane_invasion,1
