Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,velocity,acceleration.linear.x,acceleration.linear.y,acceleration.linear.z,acceleration.angular.x,acceleration.angular.y,acceleration.angular.z,orientation.x,orientation.y,orientation.z,orientation.w,control.header.seq,control.header.stamp.secs,control.header.stamp.nsecs,control.header.frame_id,control.throttle,control.steer,control.brake,control.hand_brake,control.reverse,control.gear,control.manual_gear_shift
17.257983611,286,17,257983611,map,1.8424506187438965,-0.09403228759765625,2.8530120849609375,0.001930999686010182,0.0,0.0,0.0,0.003777637713030681,-0.002747522847701355,0.7072097117250069,0.7069884045819587,0,0,0,,0.9829775094985962,-0.08613979816436768,0.0,False,False,1,False
17.257983611,287,17,307983612,map,2.022536516189575,-0.08976131677627563,3.6044812202453613,0.001033782958984375,0.0,0.0,0.0,0.003398884673154611,-0.0026077071286979632,0.7085331238269393,0.7056645519554944,0,0,0,,0.982445478439331,-0.07769381999969482,0.0,False,False,1,False
17.307983612,288,17,357983613,map,2.25356388092041,-0.09726971387863159,4.624338150024414,6.67572021484375e-05,0.0,0.0,0.0,0.0031908273056640442,-0.002566706641431387,0.7097744706726453,0.7044170862631659,0,0,0,,0.9791231155395508,-0.06760120391845703,0.0,False,False,1,False
17.407983614,289,17,407983614,map,2.478426694869995,0.08427619934082031,4.5105695724487305,-0.00033912656363099813,0.0,0.0,0.0,0.0030774453311262135,-0.0026476195768180013,0.7109389154707737,0.7032420478825554,0,0,0,,0.9730532169342041,-0.05355873703956604,0.0,False,False,1,False
17.407983614,290,17,457983614,map,2.6836366653442383,0.38511529564857483,4.1291046142578125,-0.00033149722730740905,0.0,0.0,0.0,0.0029007039435944566,-0.0028018882693709854,0.7118351539380586,0.7023349976732884,0,0,0,,0.9679336547851562,-0.03399455547332764,0.0,False,False,1,False
17.457983614,291,17,507983615,map,2.880528688430786,0.3826889395713806,3.956437110900879,-0.00020217892597429454,0.0,0.0,0.0,0.002699905214369869,-0.0029455690565782845,0.7124456954785637,0.701715872079884,0,0,0,,0.966059684753418,-0.020041823387145996,0.0,False,False,1,False
17.557983616,292,17,557983616,map,3.0755345821380615,0.31318381428718567,3.912019729614258,-0.00014171600923873484,0.0,0.0,0.0,0.0025321259263957467,-0.003037475415737826,0.7128270421687233,0.7013287175315016,0,0,0,,0.9663392305374146,-0.010705262422561646,0.0,False,False,1,False
17.607983617,293,17,607983617,map,3.2717480659484863,0.5381351709365845,3.9377355575561523,-0.000110626220703125,0.0,0.0,0.0,0.0023542591670085637,-0.003146884912515593,0.71291014767751,0.7012443767457626,0,0,0,,0.9614351987838745,0.0033745169639587402,0.0,False,False,1,False
17.657983617,294,17,657983617,map,3.470372438430786,0.3438222408294678,3.978152275085449,-0.00012340545072220266,0.0,0.0,0.0,0.0022402261907060643,-0.00321322830851984,0.7127708053932837,0.7013860816479474,0,0,0,,0.9612467288970947,0.008530974388122559,0.0,False,False,1,False
17.707983618,295,17,707983618,map,3.671104907989502,0.24184483289718628,4.017324447631836,-7.438657121383585e-06,0.0,0.0,0.0,0.00220198704321084,-0.003227368085453041,0.7124999877070305,0.7016612450932316,0,0,0,,0.9623708724975586,0.011243104934692383,0.0,False,False,1,False
17.757983619,296,17,757983619,map,3.873706817626953,0.2646738886833191,4.053783416748047,-4.9781796406023204e-05,0.0,0.0,0.0,0.002198064050396467,-0.0032276106378792326,0.7121104119220112,0.702056630391213,0,0,0,,0.9617143869400024,0.014712691307067871,0.0,False,False,1,False
17.757983619,297,17,807983620,map,4.077820777893066,0.28794002532958984,4.083008766174316,-9.098052396439016e-05,0.0,0.0,0.0,0.002202972161971993,-0.0032333938404304017,0.7115976271492126,0.70257633685852,0,0,0,,0.9591634273529053,0.017889797687530518,0.0,False,False,1,False
17.85798362,298,17,857983620,map,4.28348970413208,0.06686633825302124,4.113397598266602,4.444121805136092e-05,0.0,0.0,0.0,0.00226179083390707,-0.003194543571274935,0.7110627568225721,0.7031176537774303,0,0,0,,0.9602687358856201,0.015014588832855225,0.0,False,False,1,False
17.907983621,299,17,907983621,map,4.490682601928711,0.1263841837644577,4.143743515014648,-6.828307232353836e-05,0.0,0.0,0.0,0.002329726212579708,-0.003152815153970563,0.7105204112402904,0.703665671568045,0,0,0,,0.9598267078399658,0.015308380126953125,0.0,False,False,1,False
17.957983622,300,17,957983622,map,4.699366569519043,0.14173494279384613,4.173364639282227,5.9127800341229886e-05,0.0,0.0,0.0,0.0023860856747798453,-0.0031264594898585494,0.7099542242781123,0.7042368431684577,0,0,0,,0.9594829082489014,0.01540994644165039,0.0,False,False,1,False
18.007983623,301,18,7983623,map,4.909597873687744,0.05806930363178253,4.204463958740234,2.670290086825844e-06,0.0,0.0,0.0,0.00245097412534251,-0.003093869123640908,0.7094024795768009,0.704792552933109,0,0,0,,0.9597506523132324,0.01333385705947876,0.0,False,False,1,False
18.057983623,302,18,57983623,map,5.12149715423584,0.09239476174116135,4.23762321472168,0.09144707024097443,0.0,0.0,0.0,0.002512282975253463,-0.003068512762856161,0.7088694270106173,0.7053285816648261,0,0,0,,0.9596457481384277,0.012740612030029297,0.0,False,False,1,False
18.107983624,303,18,107983624,map,5.342514991760254,0.1430422067642212,4.419746398925781,-0.05044345557689667,0.0,0.0,0.0,0.00255412600478655,-0.0030716023403078363,0.7083307234012339,0.7058694128415676,0,0,0,,0.958763837814331,0.01294100284576416,0.0,False,False,1,False
18.157983625,304,18,157983625,map,5.444919586181641,0.047609396278858185,2.047872543334961,-0.02908897027373314,0.0,0.0,0.0,0.0024751815565121713,-0.0029295875917394612,0.7078138120439372,0.7063886313302575,0,0,0,,0.9589828252792358,0.010911047458648682,0.0,False,False,1,False
18.207983626,305,18,207983626,map,5.382036209106445,0.06664130836725235,-1.258096694946289,-0.014203070662915707,0.0,0.0,0.0,0.0020289978537492703,-0.002426043393613905,0.7073286979991162,0.7068777196008067,0,0,0,,0.9581434726715088,0.01126706600189209,0.0,False,False,0,False
18.257983626,306,18,257983626,map,5.44407320022583,0.09668000042438507,1.2401103973388672,-0.005920601077377796,0.0,0.0,0.0,0.0015834097204238148,-0.0019401133586427787,0.7068697261177771,0.7073393238552423,0,0,0,,0.9570510387420654,0.009963691234588623,0.0,False,False,0,False
18.307983627,307,18,307983627,map,6.001535415649414,0.05508139729499817,11.149129867553711,-0.0026912689208984375,0.0,0.0,0.0,0.0020422772405699592,-0.002357052041663368,0.7064502885992415,0.707755793439654,0,0,0,,0.956963300704956,0.006983637809753418,0.0,False,False,2,False
18.357983628,308,18,357983628,map,6.356443405151367,-0.10493561625480652,7.098979949951172,-0.0012027740012854338,0.0,0.0,0.0,0.0028137069997666124,-0.003008772988360952,0.7061424150430408,0.7080578507545877,0,0,0,,0.9589133262634277,0.0026507973670959473,0.0,False,False,2,False
18.407983629,309,18,407983629,map,6.799034118652344,-0.303197979927063,8.853254318237305,0.0007564551196992397,0.0,0.0,0.0,0.0035621298509163,-0.0035217815150095527,0.7060489302064913,0.7081453356763391,0,0,0,,0.9583486318588257,-0.0033012032508850098,0.0,False,False,2,False
18.457983629,310,18,457983629,map,7.079416275024414,-0.23956692218780518,5.608205795288086,0.001872252905741334,0.0,0.0,0.0,0.004011576874908827,-0.003759933693221479,0.7061436485745191,0.7080472567049924,0,0,0,,0.9565613269805908,-0.004751145839691162,0.0,False,False,2,False
18.457983629,311,18,507983630,map,7.445046901702881,0.07888182997703552,7.312498092651367,0.002789306454360485,0.0,0.0,0.0,0.0041868541549153655,-0.003930728492161924,0.7062457160372493,0.7079435063653311,0,0,0,,0.9545605182647705,-0.00038313865661621094,0.0,False,False,2,False
18.50798363,312,18,557983631,map,7.684736728668213,-0.09381236135959625,4.793939590454102,0.0026096345391124487,0.0,0.0,0.0,0.004164971261074005,-0.0039179194800745476,0.7063478687329027,0.7078417840575872,0,0,0,,0.9548397064208984,-0.0022951364517211914,0.0,False,False,2,False
18.607983632,313,18,607983632,map,8.000611305236816,-0.10790155082941055,6.317577362060547,0.0023281096946448088,0.0,0.0,0.0,0.004103676582094053,-0.0038362213456617812,0.7064890196012712,0.7077017086507077,0,0,0,,0.9531522989273071,-0.0030115842819213867,0.0,False,False,2,False
18.657983632,314,18,657983632,map,8.219690322875977,0.07556681334972382,4.381542205810547,0.00146064767614007,0.0,0.0,0.0,0.0039251303478877895,-0.0037216820402667873,0.7065919597514861,0.7076005545850691,0,0,0,,0.9524091482162476,-7.462501525878906e-05,0.0,False,False,2,False
18.707983633,315,18,707983633,map,8.503520965576172,-0.24665901064872742,5.676631927490234,0.000995635986328125,0.0,0.0,0.0,0.0038224641103483024,-0.003563022359690469,0.7067506711228986,0.7074434129364143,0,0,0,,0.9523677825927734,-0.004753172397613525,0.0,False,False,2,False
18.757983634,316,18,757983634,map,8.71382999420166,-0.37964141368865967,4.2055511474609375,0.00034542084904387593,0.0,0.0,0.0,0.003763040419242218,-0.003322927151932891,0.7070721862658921,0.7071235543319978,0,0,0,,0.9528213739395142,-0.00818544626235962,0.0,False,False,2,False
18.757983634,317,18,807983634,map,8.975910186767578,-0.456021785736084,5.239830017089844,0.00013084412785246968,0.0,0.0,0.0,0.0037634716419480884,-0.003095369236421583,0.7075739097424492,0.7066225422545439,0,0,0,,0.9530181884765625,-0.01067999005317688,0.0,False,False,2,False
18.807983634,318,18,857983635,map,9.18421745300293,-0.1995479315519333,4.165077209472656,-0.00014991761418059468,0.0,0.0,0.0,0.003690436693869186,-0.0029406931441176595,0.7081177812802664,0.7060785656253514,0,0,0,,0.9521844387054443,-0.007214218378067017,0.0,False,False,2,False
18.857983635,319,18,907983636,map,9.430459022521973,-0.22169210016727448,4.923458099365234,-0.0001379012974211946,0.0,0.0,0.0,0.0036105956950992306,-0.002859589597324898,0.7086278383819058,0.7055674120991197,0,0,0,,0.9520366191864014,-0.006536275148391724,0.0,False,False,2,False
18.957983637,320,18,957983637,map,9.639806747436523,-0.12708082795143127,4.186134338378906,-0.0002054214564850554,0.0,0.0,0.0,0.003503130955749409,-0.0028136916714870705,0.7090668702412865,0.7051269281050833,0,0,0,,0.9517461061477661,-0.004378318786621094,0.0,False,False,2,False
19.007983637,321,19,7983637,map,9.873673439025879,-0.1385176181793213,4.676380157470703,-0.00018768310837913305,0.0,0.0,0.0,0.0034118281369955963,-0.002798694775913958,0.7094265386363728,0.7047655730913152,0,0,0,,0.9523589611053467,-0.0035984814167022705,0.0,False,False,2,False
