Time,data
12.686401862,1.4396684169769287
12.686401862,1.6696406602859497
12.736401863,1.8477246761322021
12.786401864,1.9705390930175781
12.836401864,2.1649131774902344
12.886401865,2.363917827606201
12.936401866,2.500288963317871
12.986401867,2.5682125091552734
13.036401867,2.61799955368042
13.086401868,2.7089154720306396
13.136401869,2.8362178802490234
13.18640187,2.9821853637695312
13.23640187,3.1410670280456543
13.286401871,3.3111157417297363
13.336401872,3.489682197570801
13.386401873,3.6753711700439453
13.436401873,3.8703551292419434
13.486401874,4.072526454925537
13.536401875,4.282791614532471
13.586401876,4.499523639678955
13.636401876,4.721251487731934
13.686401877,4.947087287902832
13.736401878,5.176668167114258
13.786401879,5.241969108581543
13.836401879,5.404263019561768
13.88640188,5.199574947357178
13.936401881,5.812767028808594
13.986401882,6.185348987579346
14.036401882,6.646533489227295
14.086401883,6.95011568069458
14.136401884,7.347586631774902
14.186401885,7.6143951416015625
14.236401885,7.95952844619751
14.286401886,8.20553970336914
14.336401887,8.51749324798584
14.386401887,8.755792617797852
14.436401888,9.045611381530762
14.486401889,9.283161163330078
14.53640189,9.556614875793457
14.58640189,9.796361923217773
14.636401891,10.057165145874023
14.686401892,10.11638355255127
14.736401893,10.13432502746582
14.786401893,10.300775527954102
14.836401894,10.726947784423828
14.886401895,11.099005699157715
14.936401896,11.437273025512695
14.986401896,11.745880126953125
15.036401897,12.031939506530762
15.086401898,12.300509452819824
15.136401899,12.554959297180176
15.186401899,12.798248291015625
15.2364019,13.03309154510498
15.286401901,13.261395454406738
15.336401902,13.484034538269043
15.386401902,13.703800201416016
15.436401903,13.919265747070312
15.486401904000001,14.134203910827637
15.536401905,14.346626281738281
15.586401905,14.55623722076416
15.636401906,14.751028060913086
15.686401907,14.87956714630127
15.736401908,14.913830757141113
15.786401908,14.884443283081055
15.836401909,14.808887481689453
15.88640191,14.662856101989746
15.936401911,14.466052055358887
15.986401911,14.249753952026367
16.036401912,14.027091026306152
16.086401913,13.801198959350586
16.136401914,13.580357551574707
16.186401914,13.36119556427002
16.236401915,13.118437767028809
16.286401916,12.853164672851562
16.336401917,12.609947204589844
16.386401917,12.5966157913208
16.436401918,12.567422866821289
16.486401919,12.115572929382324
16.53640192,11.607441902160645
16.58640192,11.145773887634277
16.636401921,10.725397109985352
16.686401922,10.343767166137695
16.736401923,10.000409126281738
16.786401923,9.697675704956055
16.836401924,9.442225456237793
16.886401925,9.253211975097656
16.936401925,9.137025833129883
16.986401926,9.071995735168457
17.036401927,8.975643157958984
17.086401928,8.831931114196777
17.136401928,8.657014846801758
17.186401929,8.469999313354492
17.23640193,8.270576477050781
17.286401931,8.070935249328613
17.336401931,7.878990173339844
17.386401932,7.7091064453125
17.436401933,7.564102649688721
17.486401934,7.426174640655518
17.536401934,7.295036315917969
17.586401935,7.164117813110352
