Time,data
12.951621534000001,1.7391104698181152
12.951621534000001,1.9312657117843628
13.001621535,2.040712594985962
13.051621535,2.1803529262542725
13.101621536,2.355163335800171
13.151621537,2.5343923568725586
13.201621538,2.6941866874694824
13.251621538,2.855557441711426
13.301621539,3.02500581741333
13.35162154,3.2029314041137695
13.401621541,3.3878679275512695
13.451621541,3.5784246921539307
13.501621542,3.774948835372925
13.551621543,3.9803340435028076
13.601621543,4.189979553222656
13.651621544,4.400686740875244
13.701621545,4.6113128662109375
13.751621546,4.8236799240112305
13.801621546,5.026825904846191
13.851621547,5.2575788497924805
13.901621548,5.407125473022461
13.951621549,5.275687217712402
14.001621549,5.405955791473389
14.05162155,5.90247917175293
14.101621551,6.331255912780762
14.151621552,6.701049327850342
14.201621552,7.04196310043335
14.251621553,7.362225532531738
14.301621554,7.6536760330200195
14.351621555,7.933833599090576
14.401621555,8.203940391540527
14.451621556,8.466023445129395
14.501621557,8.713706016540527
14.551621558,8.961068153381348
14.601621558,9.191082954406738
14.651621559,9.422210693359375
14.70162156,9.644956588745117
14.751621561,9.873847961425781
14.801621561,10.090143203735352
14.851621562,10.308298110961914
14.901621563,10.518619537353516
14.951621564,10.547978401184082
15.001621564,10.5289306640625
15.051621565,10.790576934814453
15.101621566,11.167655944824219
15.151621567,11.499536514282227
15.201621567,11.79473876953125
15.251621568000001,12.061904907226562
15.301621569,12.308096885681152
15.35162157,12.537586212158203
15.40162157,12.752545356750488
15.451621571,12.957919120788574
15.501621572,13.151124954223633
15.551621573,13.340075492858887
15.601621573,13.52363395690918
15.651621574,13.698158264160156
15.701621575,13.871198654174805
15.751621576,14.040034294128418
15.801621576,14.201945304870605
15.851621577,14.358502388000488
15.901621578,14.510579109191895
15.951621579,14.657654762268066
16.001621579,14.800490379333496
16.05162158,14.939956665039062
16.101621581,15.073718070983887
16.151621581,15.202913284301758
16.201621582,15.326984405517578
16.251621583,15.442187309265137
16.301621584,15.549144744873047
16.351621584,15.649238586425781
16.401621585,15.740340232849121
16.451621586,15.81866455078125
16.501621587,15.887672424316406
16.551621587,15.942904472351074
16.601621588,15.986361503601074
16.651621589,16.022708892822266
16.70162159,16.047958374023438
16.75162159,16.063928604125977
16.801621591,16.068180084228516
16.851621592,16.060697555541992
16.901621593,16.040454864501953
16.951621593,16.01140594482422
17.001621594,15.972515106201172
17.051621595,15.924595832824707
17.101621596,15.865312576293945
17.151621596,15.794835090637207
17.201621597,15.71378231048584
17.251621598,15.625411033630371
17.301621599,15.52886962890625
17.351621599,15.427441596984863
17.4016216,15.322214126586914
17.451621601,15.21726131439209
17.501621602,15.110142707824707
17.551621602,14.99963665008545
17.601621603,14.890727996826172
17.651621604,14.77791976928711
17.701621605,14.660224914550781
17.751621605,14.534347534179688
17.801621606,14.408544540405273
17.851621607,14.27979850769043
17.901621608,14.150315284729004
17.951621608,14.019007682800293
18.001621609,13.87963581085205
18.05162161,13.7276029586792
18.101621611,13.563071250915527
18.151621611,13.377951622009277
18.201621612,13.175469398498535
18.251621613,12.959230422973633
18.301621614,12.741302490234375
18.351621614,12.52151870727539
18.401621615,12.482157707214355
18.451621616,12.459124565124512
18.501621617,12.125065803527832
18.551621617,11.6284818649292
18.601621618,11.192944526672363
18.651621619,10.823180198669434
18.701621619,10.518475532531738
18.75162162,10.270166397094727
18.801621621,10.06811237335205
18.851621622,9.904069900512695
18.901621622,9.769641876220703
18.951621623,9.657143592834473
19.001621624,9.560185432434082
19.051621625,9.475579261779785
19.101621625,9.399858474731445
19.151621626,9.331372261047363
19.201621627,9.267430305480957
19.251621628,9.208199501037598
19.301621628,9.150798797607422
19.351621629,9.101099014282227
19.40162163,9.046550750732422
19.451621631,9.012894630432129
19.501621631,8.958169937133789
19.551621632,8.939196586608887
19.601621633,8.88502025604248
19.651621634,8.873291969299316
19.701621634,8.82256031036377
19.751621635,8.817112922668457
19.801621636,8.770312309265137
19.851621637,8.771143913269043
19.901621637,8.728791236877441
19.951621638,8.73550033569336
20.001621639,8.698328971862793
20.05162164,8.711112976074219
20.10162164,8.677558898925781
20.151621641,8.69395637512207
20.201621642,8.663251876831055
20.251621643,8.683382034301758
20.301621643,8.655350685119629
20.351621644,8.678098678588867
20.401621645,8.652080535888672
20.451621646,8.677385330200195
20.501621646,8.65404987335205
20.551621647,8.682134628295898
20.601621648,8.661622047424316
20.651621649,8.691848754882812
20.701621649,8.673585891723633
20.75162165,8.705032348632812
20.801621651,8.68814468383789
20.851621652,8.72138500213623
20.901621652,8.707112312316895
20.951621653,8.741439819335938
21.001621654,8.729110717773438
21.051621655,8.765158653259277
21.101621655,8.755495071411133
21.151621656,8.793453216552734
21.201621657,8.786418914794922
21.251621657,8.826648712158203
21.301621658,8.82253646850586
21.351621659,8.864506721496582
21.40162166,8.862008094787598
21.45162166,8.9022216796875
21.501621661,8.899395942687988
21.551621662,8.938249588012695
21.601621663,8.933976173400879
21.651621663,8.96894645690918
21.701621664,8.961623191833496
21.751621665000002,8.993717193603516
21.801621666,8.981973648071289
21.851621666,9.00588607788086
21.901621667,8.988405227661133
21.951621668,9.004904747009277
22.001621669,8.977542877197266
22.051621669,8.98381519317627
22.10162167,8.943489074707031
22.151621671,8.939974784851074
22.201621672,8.891925811767578
22.251621672,8.882532119750977
22.301621673,8.871161460876465
22.351621674,8.89738941192627
22.401621675,8.91817855834961
22.451621675,8.965267181396484
22.501621676,8.984537124633789
22.551621677,8.993291854858398
22.601621678,8.896434783935547
22.651621678,8.830080032348633
22.701621679,8.677963256835938
22.75162168,8.542960166931152
22.801621681,8.415655136108398
22.851621681,8.296526908874512
22.901621682,8.163522720336914
22.951621683,8.11531925201416
23.001621684,7.972224235534668
23.051621684,7.936736106872559
23.101621685,7.818929195404053
23.151621686,7.775515556335449
23.201621687,7.686424255371094
23.251621687,7.652973175048828
23.301621688,7.549027442932129
23.351621689,7.578632831573486
23.40162169,7.5004987716674805
23.45162169,7.514077186584473
23.501621691,7.47854471206665
23.551621692,7.515389919281006
23.601621693,7.486482620239258
23.651621693,7.5579938888549805
23.701621694,7.538020133972168
23.751621695,7.625147342681885
23.801621695,7.645108222961426
23.851621696,7.751363277435303
23.901621697,7.7964887619018555
23.951621698,7.965584754943848
24.001621698,8.070549011230469
24.051621699,8.273429870605469
24.1016217,8.429021835327148
24.151621701,8.647821426391602
24.201621701,8.829036712646484
24.251621702,9.048279762268066
24.301621703,9.224404335021973
24.351621704,9.446367263793945
24.401621704,9.622581481933594
24.451621705,9.829500198364258
24.501621706,10.004476547241211
24.551621707,10.213244438171387
24.601621707,10.394871711730957
24.651621708,10.3889799118042
24.701621709,10.350532531738281
24.75162171,10.567867279052734
24.80162171,10.930252075195312
24.851621711,11.236473083496094
24.901621712,11.513531684875488
24.951621713,11.755292892456055
25.001621713,11.991113662719727
25.051621714,12.201212882995605
25.101621715,12.408735275268555
25.151621716,12.604606628417969
25.201621716,12.795027732849121
25.251621717,12.983297348022461
25.301621718,13.168563842773438
25.351621719,13.350058555603027
25.401621719,13.528600692749023
25.45162172,13.705552101135254
25.501621721,13.881315231323242
25.551621722,14.056218147277832
25.601621722,14.23036003112793
25.651621723,14.40406322479248
25.701621724,14.577634811401367
25.751621725,14.750481605529785
25.801621725,14.92321491241455
25.851621726,15.0952787399292
25.901621727,15.26662826538086
25.951621728,15.437372207641602
26.001621728,15.607522010803223
26.051621729,15.777064323425293
26.10162173,15.945884704589844
26.15162173,16.03985595703125
26.201621731,16.027082443237305
26.251621732,16.077482223510742
26.301621733,16.36247444152832
26.351621733,16.612274169921875
26.401621734,16.8345890045166
26.451621735,17.03609275817871
26.501621736,17.221954345703125
26.551621736,17.39610481262207
26.601621737,17.56146240234375
26.651621738,17.720212936401367
26.701621739,17.873992919921875
26.751621739,18.02402687072754
26.80162174,18.171207427978516
26.851621741,18.316064834594727
26.901621742,18.458847045898438
26.951621742,18.599746704101562
27.001621743,18.73897361755371
27.051621744,18.87660026550293
27.101621745,19.012767791748047
27.151621745,19.147512435913086
27.201621746,19.28070068359375
27.251621747,19.412086486816406
27.301621748,19.54130744934082
27.351621748,19.66811752319336
27.401621749,19.792308807373047
27.45162175,19.913864135742188
27.501621751000002,20.03271484375
27.551621751,20.149192810058594
27.601621752,20.263015747070312
27.651621753,20.37359619140625
27.701621754,20.479610443115234
27.751621754,20.58028221130371
27.801621755,20.675037384033203
27.851621756,20.76343536376953
27.901621757,20.845075607299805
27.951621757,20.920780181884766
28.001621758,20.989879608154297
28.051621759,21.05080223083496
28.10162176,21.103300094604492
28.15162176,21.1485595703125
28.201621761,21.188220977783203
28.251621762,21.222604751586914
28.301621763,21.251493453979492
28.351621763,21.274999618530273
28.401621764,21.29384994506836
28.451621765,21.308807373046875
28.501621766,21.320941925048828
28.551621766,21.331586837768555
28.601621767,21.340909957885742
28.651621768,21.34900665283203
28.701621768,21.355318069458008
28.751621769,21.35975456237793
28.80162177,21.36248779296875
28.851621771,21.36433219909668
28.901621771,21.366304397583008
28.951621772,21.368316650390625
29.001621773,21.370277404785156
29.051621774,21.372047424316406
29.101621774,21.373397827148438
29.151621775,21.37299919128418
29.201621776,21.370840072631836
29.251621777,21.367904663085938
29.301621777,21.36487579345703
29.351621778,21.36212158203125
29.401621779,21.360036849975586
29.45162178,21.358877182006836
29.50162178,21.358972549438477
29.551621781,21.36008644104004
29.601621782,21.361703872680664
29.651621783,21.36353302001953
29.701621783,21.365398406982422
29.751621784,21.366716384887695
29.801621785000002,21.366600036621094
29.851621786,21.364990234375
29.901621786,21.36219596862793
29.951621787,21.359216690063477
30.001621788,21.356550216674805
30.051621789,21.35493278503418
30.101621789,21.354068756103516
30.15162179,21.353782653808594
30.201621791,21.354101181030273
30.251621792,21.354564666748047
30.301621792,21.354211807250977
30.351621793,21.353660583496094
30.401621794,21.35291290283203
30.451621795,21.351709365844727
30.501621795,21.34926414489746
30.551621796,21.343982696533203
30.601621797,21.333499908447266
30.651621798,21.315576553344727
30.701621798,21.287206649780273
30.751621799,21.244535446166992
30.8016218,21.182687759399414
30.851621801,21.09624481201172
30.901621801,20.978668212890625
30.951621802,20.822708129882812
31.001621803,20.640371322631836
